"y","X1","X2","X3","X4","X5"
-14.1973396512784,-1.77379766980933,-1.67523149351206,-0.521750965587292,0.70722495260517,0.569292633715493
-5.20648257050331,0.298294084171035,0.0159139841522989,-0.332574859309942,1.28305240749322,0.0904609847992632
-10.6840489699648,-0.357574824405802,-1.21046077117339,-0.870485011533415,-1.003801207289,-0.430039877792681
-10.9562169649094,-0.722821700728599,0.294208810194312,-0.599272258471773,-1.03813133331744,-0.779960960137726
-5.40552540486583,-1.2522526518373,-0.792584609122109,1.18973613508748,-1.22759353131327,-0.460991478933686
-8.6785881316184,-0.130469221771685,0.399580332147574,0.423692769410879,-0.922514847939595,0.183560781558441
-8.19305741003543,-1.12193119064123,-1.68931844520062,-0.508973454571759,-0.0280663320745341,-1.16365636031906
-0.566096283446377,1.20119002483865,0.985654027890797,0.490110219671838,-0.460758089860642,-0.502800358703187
-0.373142251377679,-0.186014594797898,0.40757015103987,1.15057953663934,1.14246067547053,0.262204740027464
-15.2645522354679,-0.155782136941895,-0.679409028314429,-0.953649276481054,-0.215334718405485,1.10620718510628
-10.2466878125163,0.64121787800345,-0.320581280657069,-1.20032509533113,-0.315409174445089,-0.236792690390804
-7.95707072223015,0.460985569988617,0.429849700995512,0.213805705233656,0.534249627920817,1.82121878413812
-8.38295952702738,-1.04481161412654,-1.4149146919117,-0.0480822223838694,-0.582119029694876,-0.432552296622229
-1.99431101486516,-0.451579200511163,0.560277809638103,1.18670331074283,0.288832750322275,0.144247006743371
-22.8953799077815,-1.44127971076875,-0.0097928112801816,-2.45175140350798,0.0263758920563746,1.1113986937631
-11.1101562370897,0.224312908110097,0.165398214350069,-0.61980149112084,-1.13020614349125,-0.308284623977874
-6.92010525344552,0.658637082000517,-0.111438611608507,0.543417462873568,-0.604124722520619,0.551535116871343
2.52947726903338,0.366035114609609,1.4109716485176,1.10422441950734,1.12459803102009,-0.164345395221358
-4.52096767915441,-0.553041699385874,-1.172789631165,0.597413794035738,0.525019866676472,0.212767097483584
-14.5798751552296,-0.0455689713426366,-1.42614125188604,-1.7076631395066,0.0426233643367567,-0.212165587793333
-6.59137941996249,-0.154832319669162,-1.15537897077049,0.310799748348695,-0.294620095627175,0.00433833550285242
-2.25742451086298,0.121826992233851,-1.30628950243359,-0.183685811158509,-0.762554028061101,-2.21684926453117
-4.64044174080674,0.478379467939028,0.624068582113939,0.321518685616513,1.41136028087839,1.60349404024818
-14.4516307841234,-1.03966060284976,-1.40847657616236,0.307567554506243,0.42918722317114,2.57339037970837
-10.0328670623255,-0.827473014960064,0.586808553454146,-0.341312079082004,0.0366995745558473,0.740483072802406
-5.31138450474794,0.285837691729686,0.349972767406689,0.345880270955674,0.38135650592094,0.613240133233973
-6.2668390102993,-1.27256436381985,-1.20660021970497,0.588655194333179,1.38099980976457,0.510011496423266
-10.0053734946664,0.424063881124109,-0.525096602680894,-1.73023125384185,-0.155245218275215,-1.01528945922976
-15.5418217209379,-0.127023295712276,-1.01030950505145,-0.756256507414926,-0.965062410603706,-0.0233453707113161
1.74832493259276,1.73273112234253,0.738674806160926,1.3478383559825,2.68709976357423,2.40826971809293
-25.7353723735342,-1.59912236771582,-0.671535628748779,-2.83482663462133,-1.66662400129821,-0.0299448766889285
-7.12342683193171,0.576298430898868,-1.33198617867242,-0.295826659558971,-1.13897872320797,-0.623922836465301
-2.56921041549293,0.395966236843607,1.29333420354463,0.747991025262269,1.42213252981085,0.832618489363348
-7.62912127488224,-0.244974772967455,-0.940645747146853,-0.285737862899381,-0.997514334214084,-0.916028093036493
-11.1446101575327,0.181516778165347,0.968408527531576,-0.355275145301094,0.839710720541266,2.16475465879886
-0.291897933367887,0.285941321688002,1.45723051493957,0.464634002654119,-0.170973817587911,-0.92570889765728
-8.13567602425559,-0.480542150512495,-0.435035830975188,-0.561065647819911,0.0530713007887986,-0.823485045343491
-16.715329650462,-1.48052180666486,-2.25728741626529,-1.38303649385397,0.675667289842893,1.03782062880048
-12.1901968618874,-0.327835278625206,-0.172094273429746,-1.32644332059123,-1.80364115364854,-1.49446330268875
-0.468102317415146,0.461719322809683,1.47989128925789,0.621709345620604,-0.76675021112697,-1.09371292375186
-7.09334208226116,-1.27206272056563,-0.0370257922260279,0.435522627681202,-0.756188603503409,-0.307719660342481
